Filename,Percentage
SMT_real_LIA/ex8220_2400_100.smt2,10.65%
SMT_real_LIA/ex8440_2400_100.smt2,10.44%
SMT_real_LIA/ex8500_2400_100.smt2,9.99%
SMT_real_LIA/ex8600_2400_100.smt2,10.83%
SMT_real_LIA/ex8820_2400_100.smt2,10.32%
SMT_real_LIA/ex9240_2400_100.smt2,10.35%
SMT_real_LIA/ex9500_2400_100.smt2,10.54%
SMT_real_LIA/ex9820_2400_100.smt2,10.44%
SMT_real_LIA/ex9900_2400_100.smt2,10.30%
10-vars/problem_2__004.smt2,48.57%
10-vars/problem_2__005.smt2,36.57%
10-vars/problem_2__007.smt2,28.74%
10-vars/problem_2__008.smt2,42.92%
10-vars/problem_2__010.smt2,38.11%
10-vars/problem_2__011.smt2,66.02%
10-vars/problem_2__017.smt2,38.21%
10-vars/problem_2__022.smt2,37.75%
10-vars/problem__005.smt2,35.37%
10-vars/problem__006.smt2,43.21%
10-vars/problem__007.smt2,24.68%
10-vars/problem__010.smt2,37.06%
10-vars/problem__014.smt2,34.00%
10-vars/problem__015.smt2,44.30%
10-vars/problem__023.smt2,52.18%
15-vars/problem_2__001.smt2,36.18%
15-vars/problem_2__003.smt2,19.47%
15-vars/problem_2__006.smt2,57.84%
15-vars/problem_2__007.smt2,45.78%
15-vars/problem_2__008.smt2,34.95%
15-vars/problem_2__009.smt2,15.58%
15-vars/problem_2__015.smt2,30.11%
15-vars/problem_2__023.smt2,45.49%
15-vars/problem__002.smt2,42.59%
15-vars/problem__004.smt2,42.02%
15-vars/problem__010.smt2,56.07%
15-vars/problem__011.smt2,40.38%
15-vars/problem__013.smt2,50.96%
15-vars/problem__017.smt2,19.28%
15-vars/problem__019.smt2,40.44%
20-vars/problem_2__004.smt2,39.86%
20-vars/problem_2__006.smt2,26.55%
20-vars/problem_2__007.smt2,51.51%
20-vars/problem_2__010.smt2,47.02%
20-vars/problem_2__012.smt2,23.09%
20-vars/problem_2__015.smt2,30.38%
20-vars/problem__003.smt2,50.02%
20-vars/problem__004.smt2,44.15%
20-vars/problem__005.smt2,45.15%
20-vars/problem__008.smt2,40.81%
20-vars/problem__009.smt2,43.90%
20-vars/problem__012.smt2,29.58%
20-vars/problem__021.smt2,47.43%
20-vars/problem__024.smt2,27.72%
20-vars/problem__028.smt2,22.28%
25-vars/problem_2__002.smt2,51.66%
25-vars/problem_2__003.smt2,26.41%
25-vars/problem_2__008.smt2,43.08%
25-vars/problem_2__011.smt2,30.54%
25-vars/problem_2__016.smt2,40.91%
25-vars/problem_2__018.smt2,26.51%
25-vars/problem_2__024.smt2,33.63%
25-vars/problem_2__025.smt2,33.38%
25-vars/problem_2__026.smt2,54.46%
25-vars/problem_2__032.smt2,43.98%
25-vars/problem__004.smt2,50.03%
25-vars/problem__012.smt2,54.88%
25-vars/problem__019.smt2,42.24%
25-vars/problem__029.smt2,32.01%
25-vars/problem__035.smt2,33.60%
30-vars/problem_2__005.smt2,16.15%
30-vars/problem_2__010.smt2,45.83%
30-vars/problem_2__016.smt2,59.44%
30-vars/problem_2__021.smt2,33.36%
30-vars/problem_2__022.smt2,33.94%
30-vars/problem_2__035.smt2,64.55%
30-vars/problem__003.smt2,26.07%
30-vars/problem__004.smt2,27.37%
30-vars/problem__010.smt2,43.91%
30-vars/problem__012.smt2,26.36%
30-vars/problem__015.smt2,39.16%
30-vars/problem__017.smt2,60.03%
30-vars/problem__020.smt2,38.72%
30-vars/problem__027.smt2,57.57%
30-vars/problem__035.smt2,58.22%
35-vars/problem_2__007.smt2,35.33%
35-vars/problem_2__015.smt2,29.90%
35-vars/problem_2__017.smt2,37.03%
35-vars/problem_2__019.smt2,49.99%
35-vars/problem_2__022.smt2,45.37%
35-vars/problem_2__026.smt2,59.48%
35-vars/problem_2__029.smt2,69.04%
35-vars/problem_2__033.smt2,61.17%
35-vars/problem__003.smt2,35.05%
35-vars/problem__004.smt2,42.96%
35-vars/problem__006.smt2,28.05%
35-vars/problem__010.smt2,26.77%
35-vars/problem__016.smt2,46.19%
35-vars/problem__019.smt2,26.83%
35-vars/problem__035.smt2,57.80%
40-vars/problem_2__003.smt2,17.53%
